,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),mean_pressure (millibar),pressure_std (millibar),mean_snow_depth (cm),mean_cloud_cover (%),mean_visibility (km),clear_day_num,cloudy_day_num,overcast_day_num,rain_day_num,snow_day_num,temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,pressure_temp_corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat,Region,Continent
390,Nuuk,Greenland,Sermersooq Municipality,Nuuk,64.175029,-51.7355386,2.660012007,1.262700078,-0.855,104.738,77.937,36.829,0.066205365,0.003079576,0.005606865,7.091,4.438,1.745,6.227,976.5,1007.259,12.136,5.984,77.852,24.544,7,230,128,123,157,0.138,-0.022,0.28,0.359,0.274,ET,#64FFFF,Tundra,Polar,Tundra,,North America,North America
391,Ostersund,Sweden,Jamtland County,Östersund,63.1766832,14.6360681,315.6708374,273.2867146,4.301,103.671,81.071,24.995,0.267991258,0.003233723,0.017192257,7.952,6.208,1.988,2.907,482.583,1009.613,12.184,8.534,58.87,11.014,27,288,45,172,117,0.198,-0.654,0.303,0.654,0.268,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,Northern Europe,Europe
392,Stockholm,Sweden,Stockholm County,Stockholm,59.3251172,18.0710935,28.96645546,2.41100051,8.494,167.606,73.127,19.278,0.467580032,0.007417035,0.028951888,7.688,6.828,1.722,3.351,510.294,1012.838,11.904,0.64,54.67,15.332,57,261,46,180,64,0.019,-0.787,0.371,0.636,0.131,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Northern Europe,Europe
393,Panama City,Panama,Panama Province,Bay County,30.1588129,-85.6602058,7.70750761,0.139986188,26.707,182.546,84.461,18.174,0.591190208,0.000249641,0.033085489,0.726,6.711,0.518,11.689,3781.0,1010.545,1.063,0.0,57.693,9.752,0,365,0,323,0,-0.259,-0.677,0.585,0.435,-0.276,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central America,North America
394,Port-Au-Prince,Haiti,Ouest Department,Port-au-Prince,18.594395,-72.3074326,15.10287189,3.663236887,27.263,248.778,69.952,24.855,0.66744273,0.003433832,0.008861909,1.58,10.481,0.729,3.925,1053.6,1013.807,1.712,0.0,41.79,12.771,20,301,4,321,0,0.025,-0.216,0.416,0.437,-0.116,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,"Greater Antilles, Caribbean",North America
395,Prague,Czechia,Prague,Hlavní město Praha,50.0874654,14.4212535,192.1076355,351.4990493,11.028,214.502,69.594,19.037,0.586434459,0.009768326,0.036908601,7.797,8.782,1.748,4.886,605.899,1018.368,8.072,0.219,68.497,25.971,19,275,70,197,40,0.161,-0.745,0.228,0.685,-0.165,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Eastern Europe,Europe
396,Puerto Villamil,Ecuador,Galapagos Islands,Isabela,-0.9544574,-90.9641467,8.085847855,0.655465225,22.398,240.288,79.952,17.809,1.193585668,0.000188021,0.025222885,2.154,2.288,0.221,2.174,281.8,1012.884,1.515,0.0,62.959,23.668,4,317,30,316,0,0.332,-0.538,-0.03,0.466,-0.787,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,North West South America,South America
397,Quito,Ecuador,Pichincha,Metropolitan District of Quito,-0.2201641,-78.5123274,2817.244141,142.3029588,14.793,180.405,77.406,25.013,1.020786884,0.001270625,0.008975532,0.746,11.714,0.61,3.041,554.1,1025.207,1.476,0.0,77.911,10.418,0,297,68,250,0,-0.151,-0.265,0.313,0.237,-0.292,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,North West South America,South America
398,Pyongyang,North Korea,Pyongyang,Pyongyang,39.0167979,125.7473609,14.15207386,36.7297766,10.538,182.83,68.506,17.525,0.601248709,0.009204698,0.039394287,12.056,10.445,1.66,13.976,1301.239,1016.684,8.85,5.602,53.247,18.348,66,239,55,152,32,0.221,-0.383,0.343,0.404,-0.816,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
399,Reykjavik,Iceland,Reykjavikurborg,Reykjavík,64.145981,-21.9422367,3.000082731,1.019716362,5.233,87.145,75.324,30.685,0.198088921,0.002769735,0.011668185,5.195,4.745,1.457,4.424,812.192,1004.802,14.547,0.699,75.793,14.923,2,254,107,261,94,0.062,-0.261,0.394,0.522,0.096,ET,#64FFFF,Tundra,Polar,Tundra,,Northern Europe,Europe
400,Riga,Latvia,Riga,,56.9676941,24.1056221,2.551907301,11.16524223,7.797,108.07,79.29,19.769,0.426723657,0.002715188,0.030284777,8.25,7.899,1.689,8.269,764.2,1014.039,11.172,0.637,56.225,10.374,60,243,58,154,68,0.047,-0.739,0.123,0.649,0.006,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Northern Europe,Europe
401,Sabha,Libya,Sabha District,Sabhā,27.0365406,14.4290236,417.2499084,453.6432619,23.827,261.471,28.248,30.926,0.763891094,0.012478911,0.006939742,7.901,11.855,1.335,0.053,1.7,1016.237,5.609,0.0,14.544,22.135,276,82,5,5,0,-0.015,-0.662,0.046,0.748,-0.795,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,Northern Africa,Africa
402,Tripoli,Libya,Tripoli District,Tripoli,32.8872094,13.1913383,12.39832115,2.914304937,21.613,243.407,61.19,16.434,0.902965483,0.011977745,0.04716797,6.448,9.157,1.28,2.567,195.3,1017.215,5.662,0.0,32.506,23.821,143,212,8,68,0,-0.266,-0.28,0.164,0.676,-0.578,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,Northern Africa,Africa
403,Salvador,El Salvador,,,13.794185,-88.89653,632.3411865,44.86628674,25.716,255.214,77.287,18.242,0.844211787,0.002485121,0.033122109,1.005,8.723,0.576,24.713,3255.174,1012.704,1.21,0.0,43.47,9.692,25,339,1,235,0,-0.245,-0.258,0.298,0.501,-0.152,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central America,North America
404,San Juan,Puerto Rico,San Juan,San Juan,18.465299,-66.116666,22.73192406,0.234653022,26.843,209.566,77.71,28.808,0.641072093,0.000583355,0.003556963,1.422,4.942,0.449,10.433,1571.943,1015.547,1.979,0.0,50.274,15.65,0,364,1,302,0,-0.256,-0.412,0.503,0.127,-0.322,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,"Greater Antilles, Caribbean",North America
405,Sana'A,Yemen,Capital Municipality,Sana'a,15.3694451,44.1910066,2256.558838,132.2528761,17.936,274.7,34.181,22.899,1.145838655,0.015767816,0.016919762,3.016,9.726,0.638,3.375,396.1,1014.507,3.205,0.0,37.37,23.794,106,204,22,168,0,0.063,-0.73,0.477,0.171,-0.802,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,"Arabian Peninsula, Middle East",Asia
406,Sarajevo,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,Sarajevo Canton,43.8519774,18.3866868,526.0717163,117.0430066,11.739,169.829,69.573,14.98,0.629524272,0.009433855,0.04870479,8.371,11.472,1.78,7.317,794.996,1017.233,7.746,0.939,56.992,13.896,49,256,56,162,70,-0.093,-0.727,0.262,0.671,-0.415,Dfb,#820083,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Southern Europe,Europe
407,Singapore,Singapore,,,1.357107,103.8194992,45.8432045,8.206881201,27.844,229.254,78.465,16.484,0.49178854,0.000411217,0.041116982,1.039,6.234,0.735,9.465,1924.363,1009.002,1.321,0.0,83.696,9.718,0,364,1,259,0,-0.333,-0.251,0.4,0.469,-0.301,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Southeast Asia,Asia
408,Sofia,Bulgaria,Sofia City Province,Sofia,42.6977,48.2562163,237.6105957,55.41892988,11.167,155.615,70.846,21.01,0.61466051,0.006847952,0.026074666,8.277,11.933,1.587,4.438,584.1,1017.968,6.67,0.881,47.685,10.997,56,270,32,202,66,0.093,-0.673,0.244,0.685,-0.333,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Balkan Peninsula, Eastern Europe",Europe
409,Suva,Fiji,Central Division,Rewa,-18.1405049,178.4232507,10.19213581,1.489611812,25.685,228.614,85.621,19.486,0.736770053,7.09e-05,0.025590809,1.331,6.949,0.611,17.088,2659.9,1011.315,3.455,0.0,69.066,14.943,0,334,31,261,0,-0.067,-0.26,0.374,0.449,-0.522,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,"Melanesia, Oceania",Oceania
410,Taipei,Taiwan,Taipei City,,25.0375198,121.5636796,6.623550892,15.58680212,23.483,11.628,78.483,23.234,0.83337644,0.001466941,0.013031661,5.487,6.484,1.377,12.485,2017.4,1013.176,6.034,0.0,73.722,10.0,1,364,0,313,0,-0.106,-0.191,0.376,0.22,-0.856,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
411,Tashkent,Uzbekistan,Tashkent,,41.3123363,69.2787079,448.582489,1451.389816,16.81,198.581,53.739,17.97,0.675437947,0.013755619,0.034805109,10.3,11.109,1.615,6.389,618.165,1015.896,7.914,0.181,38.395,9.061,130,212,20,107,21,-0.116,-0.809,0.274,0.863,-0.87,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Central Asia,Asia
412,Tegucigalpa,Honduras,Francisco Morazán Department,Distrito Central,14.065049,-87.1715002,1044.661255,69.28702403,22.102,242.829,74.382,23.2,1.155682956,0.003091812,0.017836944,1.437,9.973,0.71,7.759,1086.5,1018.952,1.719,0.0,65.338,9.506,4,351,10,161,0,-0.022,-0.503,0.383,0.468,-0.321,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central America,North America
413,Thimphu,Bhutan,Thimphu,Thimphu,27.4713546,89.6336729,2360.89502,397.8659921,9.886,208.242,71.079,27.614,0.528620363,0.004822574,0.006331558,5.861,23.744,0.961,3.138,794.5,1015.671,4.642,0.318,59.825,15.888,44,257,56,276,67,0.291,-0.292,0.373,0.317,-0.602,ET,#64FFFF,Tundra,Polar,Tundra,,South-Central Asia,Asia
414,Tirane,Albania,Tirana County,Tirana,41.3305141,19.82556286,118.144783,31.68134467,16.833,203.085,66.067,18.288,0.778923151,0.010253087,0.035144213,7.484,13.459,1.147,9.224,1025.051,1015.897,6.451,0.001,46.014,10.536,83,253,29,135,6,-0.019,-0.555,0.341,0.679,-0.427,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Balkan Peninsula,Europe
415,Torshavn,Faroe Islands,Streymoy,Tórshavn,62.0107248,-6.7740852,22.65426636,3.602165313,7.036,93.105,85.01,38.08,0.202031377,0.000415841,0.002797822,3.495,3.539,1.17,4.399,1156.2,1007.349,13.391,0.006,86.352,8.916,4,153,208,293,79,0.002,-0.012,0.24,0.416,0.168,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer,Northern Europe,Europe
416,Tunis,Tunisia,,,33.8439408,9.400138,44.76512909,66.19582203,20.57,224.477,64.856,22.599,0.861026166,0.010301371,0.019720032,6.84,9.944,1.071,2.276,231.557,1017.153,5.865,0.0,36.363,9.816,35,314,1,195,0,-0.137,-0.622,0.218,0.727,-0.451,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,Northern Africa,Africa
417,Ulaanbaatar,Mongolia,Ulaanbaatar,Khan-Uul,47.9184676,106.9177016,1296.250366,1393.396308,-1.503,142.564,58.729,21.829,0.336667653,0.013866692,0.029327276,15.604,15.499,2.408,1.837,203.323,1017.408,8.633,4.426,42.156,12.919,70,295,0,50,40,0.244,-0.597,0.24,0.78,-0.707,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
418,Vaduz,Liechtenstein,Vaduz,Vaduz,47.1410303,9.5209277,458.2997131,279.4044095,11.96,129.408,68.567,15.352,0.68506376,0.008385271,0.049922394,7.492,8.883,1.772,6.525,1021.82,1019.178,7.622,106.35,59.48,17.981,53,237,75,191,51,0.151,-0.429,0.312,0.686,-0.301,Cfb,#004999,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
419,Windhoek,Namibia,Khomas Region,Windhoek,-22.5608807,17.0657549,1655.234497,254.1005986,20.11,240.847,35.846,19.118,1.052524382,0.014010398,0.027162495,4.395,14.193,1.198,6.846,551.7,1021.766,3.09,0.0,28.785,20.639,175,186,4,66,0,-0.004,-0.317,0.418,0.552,-0.501,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,Southern Africa,Africa
420,Yaounde,Cameroon,Centre,Mfoundi,3.8480325,11.5020752,707.395752,167.4952983,23.153,220.085,86.558,11.751,1.013270625,0.000630346,0.069545502,1.396,9.655,0.712,5.654,1826.7,1014.3,1.591,0.0,73.901,12.222,1,330,34,314,0,-0.355,-0.48,0.473,0.448,-0.348,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central Africa,Africa
421,Yerevan,Armenia,Yerevan,Yerevan,40.1777112,44.5126233,984.2498169,318.7566707,14.128,220.922,51.938,18.848,0.619322118,0.016866647,0.038543557,10.639,12.284,1.416,8.648,447.771,1015.121,6.314,0.939,28.376,11.973,180,172,6,83,35,-0.004,-0.787,0.029,0.803,-0.68,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Western Asia,Asia
422,Zagreb,Croatia,Zagreb,,45.84264135,15.96223148,283.0849304,133.8593642,13.533,112.352,70.394,13.887,0.662460693,0.009693384,0.057053403,8.29,10.518,1.502,5.722,799.642,1018.526,7.718,0.045,53.753,21.856,51,262,48,174,25,-0.066,-0.78,0.381,0.64,-0.321,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,"Balkan Peninsula, Southern Europe",Europe
